!GEAR.DAT - Gear data file - JW 960204 (Update from PM 960201)
!-------------------------------------------------------------
!A Few Notes:
!This file is an update of Paolo's Gear.Dat file, to include nearly all gear and
!other stuff I could find in various sourcebooks, both FASA-published and from
!the net. A small number of things are still omitted mainly because I just couldn't
!get myself to do absolutely _everything_ :) I added another category to the
!firearms, to show which accessories are included off-the-shelf with each weapon.
!Also, the cyberdecks and related equipment have *not* been updated to VR 2.0
!standards (yet).
!                                                                       -Gurth
! Types:
!-------
0-1|Edged weapon|7|Concealability|Reach|Damage|Weight|Availability|$Cost|Street Index|
0-2|Bow and crossbow|7|Concealability|Str.Min.|Damage|Weight|Availability|$Cost|Street Index|
0-3|Firearms|9|Concealability|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|Accessories|
0-4|Rockets and Missiles|6|Intelligence|Damage|Weight|Availability|$Cost|Street Index|
0-5|Ammunition|6|Concealability|Damage|Weight|Availability|$Cost|Street Index|
0-6|Firearms Accessories|7|Mount|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-7|Explosives|6|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-8|Clothing and Armor|7|Concealability|Ballistic|Impact|Weight|Availability|$Cost|Street Index|
0-9|S+S Vision Enhancers|6|Concealability|Magnification|Weight|Availability|$Cost|Street Index|
0-10|Surveillance and Security|5|Concealability|Weight|Availability|$Cost|Street Index|
0-11|Cyberdecks|9|Persona|Hardening|Memory|Storage|Load|I/O|Availability|$Cost|Street Index|
0-12|Cyberdeck Other|3|Availability|$Cost|Street Index|
0-13|Biotech|5|Rating|Availability|Weight|$Cost|Street Index|
0-14|Lifestyle|5|Concealability|Weight|Availability|$Cost|Street Index|
0-15|Magical Equipment|3|Availability|$Cost|Street Index|
0-16|Extras|1|$Cost|
0-17|Cars|9|Handling|Speed|Body|Armor|Sig|Apilot|Availability|$Cost|Street Index|
0-18|Vehiclegear|3|Availability|$Cost|Street Index|
0-19|VehicleFire|8|Type|Ammunition|Mode|Damage|Weight|Availability|$Cost|Street Index|
0-20|Chips|6|Type|Rating|Memory|Availability|$Cost|Street Index|
0-21|Stuff With Ratings|6|Concealability|Rating|Weight|Availability|$Cost|Street Index|
0-22|Drugs|6|Addiction|Tolerance|Strength|Availability|$Cost|Street Index|
0-23|Vehicle modifications|3|$Cost|Equipment|CF|
!--------------------------------------------------------------------------------
!   1234567890123456789012345678901234567890123
1-Weapons
2-Melee weapons
3-Edged weapons
4-* Ares Monosword                 1|3|1|(STR+3)M|2|4/24hrs|1000|1|
3-* Rope (50 meters)               10|-|1|always|125|1|
3-* Stealth Line (100 meters)      10|-|3|always|85|1|
3-* Stealth Line Catalyst Stick    10|-|-|always|120|1|
!
1-Working Gear
2-Kit
3-* General Kit                    10|3|5|5/48hrs|500|2|
3-* Vehicle Kit                    10|3|5|5/48hrs|1000|2|
3-* Electronic ToolKit             10|3|5|5/48hrs|1500|2|
3-* Computer ToolKit               10|3|5|5/48hrs|1500|2|
3-* Cyberware ToolKit              10|3|5|5/48hrs|1500|2|
3-* Buchsterhude GmbH Tool Kits    21|-|-|5|6/48hrs|1000|2|
3-* 'Farinata' Tech Tool Kit       21|3|-|5|5/48hrs|350|2|
3-* 'Venedico' Electronics Toolkit 21|3|-|5|5/48hrs|1350|2|
2-Shop       
3-* General Shop                   10|-|-|8/72hrs|5000|3|
3-* Vehicle Shop                   10|-|-|8/72hrs|10000|3|
3-* Electronic Shop                10|-|-|8/72hrs|15000|3|
3-* Computer Shop                  10|-|-|8/72hrs|15000|3|
3-* Cyberware Shop                 10|-|-|8/72hrs|15000|3|
2-Facility
3-* General Facility               10|-|-|14/7days|100000|4|
3-* Vehicle Facility               10|-|-|14/7days|200000|4|
3-* Electronic Facility            10|-|-|14/7days|300000|4|
3-* Computer Facility              10|-|-|14/7days|300000|4|
3-* Cyberware Facility             10|-|-|14/7days|300000|4|
2-General
3-* Arc Furnace                    21|-|-|-|6/7days|10000|1|
3-* Barbed Wire (per 100 meters)   21|-|3L|20|always|25|.75|
3-* CTS Pembroke Techscanner       21|-|-1|5|9/72hrs|1500|3.5|
3-* Duct Tape (per 35 meters)      21|-|-|-|always|10|1|
3-* 'Francesca' Tech Scanner       21|3|-|5|5/48hrs|1200|2|
3-* Portable Cryogenic Case        21|2|armor 2/2|2|6/12hrs|250|1.2|
3-* Geotech Enviroscanner          21|5|3|1|8/7days|45000|3|
3-* Geotech Enviroscanner          21|6|4|1|4/24hrs|1400|1.2|
3-* Kendachi Monowire (per meter)  21|-|-|-|8/7days|60|2.5|
3-* Microtech Virtual Reality BBS  21|-|-1|-|6/7days|10000|1|
3-* Monowire (per meter)           21|-|-|-|always|2|1|
3-* Portable Electropack           21|3|-|2|always|100|1|
3-* Portable Fire Extinguisher     21|2|4|9|2/12 hrs|150|.8|
3-* Raven Interface Monitor        21|5|-1|1|6/48hrs|8000|1|
3-* Microwaldo, Cyberarm version   21|-|-|2|8/72hrs|8000|3.25|
3-* Microwaldo, Normal version     21|-|-|2|6/72hrs|7000|3|
3-* Raven "Tripod" Waldo Set       21|-|-|25|10/7days|8000|3.5|
3-* Razor Wire (per 100 meters)    21|-|3M|25|3/48hrs|75|1|
3-* Swiss Army Chronograph         21|-|-|-|always|120|1|
3-* Diagnostic Remote, Cyberarm v. 21|-|-|1|8/72hrs|5000|3.25|
3-* Diagnostic Remote, Normal v.   21|-|-|1|6/72hrs|4000|3|
3-* Telectronics Micromanipulator  21|-|-|-|8/72hrs|3000|3|
!
!1-Cybertech
!2-Headware
!3-Communications
!3-Ears
!3-Eyes
!2-Matrixware
!2-Bodyware
!3-Limbs
!3-Simrigs
!3-Simlinks
!3-Boosted reflexes
!3-Dermal plating
!3-Filtration systems
!3-Skill hardwires
!3-Skillwires
!3-Skillwire plus
!3-Vehicle control rig
!3-Wired reflexes
!3-Skillsofts
!2-Bioware
1-Chips
2-ActiveSofts
3-* General Skill Chip, Level 1    20|Active|1|10|6/4days|1000|1.25|
3-* General Skill Chip, Level 2    20|Active|2|20|6/4days|2000|1.25|
3-* General Skill Chip, Level 3    20|Active|3|30|6/4days|3000|1.25|
3-* General Skill Chip, Level 4    20|Active|4|200|6/4days|20000|1.25|
3-* General Skill Chip, Level 5    20|Active|5|250|6/4days|25000|1.25|
3-* General Skill Chip, Level 6    20|Active|6|300|6/4days|30000|1.25|
3-* General Skill Chip, Level 7    20|Active|7|700|6/4days|70000|1.25|
3-* General Skill Chip, Level 8    20|Active|8|800|6/4days|80000|1.25|
3-* General Skill Chip, Level 9    20|Active|9|900|6/4days|90000|1.25|
3-* General Skill Chip, Level 10   20|Active|10|2000|6/4days|200000|1.25|
3-* Concentration Chip, Level 1    20|Active|1|6|6/4days|600|1.25|
3-* Concentration Chip, Level 2    20|Active|2|12|6/4days|1200|1.25|
3-* Concentration Chip, Level 3    20|Active|3|18|6/4days|1800|1.25|
3-* Concentration Chip, Level 4    20|Active|4|120|6/4days|12000|1.25|
3-* Concentration Chip, Level 5    20|Active|5|150|6/4days|15000|1.25|
3-* Concentration Chip, Level 6    20|Active|6|180|6/4days|18000|1.25|
3-* Concentration Chip, Level 7    20|Active|7|420|6/4days|42000|1.25|
3-* Concentration Chip, Level 8    20|Active|8|480|6/4days|48000|1.25|
3-* Concentration Chip, Level 9    20|Active|9|540|6/4days|54000|1.25|
3-* Concentration Chip, Level 10   20|Active|10|1200|6/4days|120000|1.25|
3-* Specialization Chip, Level 1   20|Active|1|4|6/4days|400|1.25|
3-* Specialization Chip, Level 2   20|Active|2|8|6/4days|800|1.25|
3-* Specialization Chip, Level 3   20|Active|3|12|6/4days|1200|1.25|
3-* Specialization Chip, Level 4   20|Active|4|80|6/4days|8000|1.25|
3-* Specialization Chip, Level 5   20|Active|5|100|6/4days|10000|1.25|
3-* Specialization Chip, Level 6   20|Active|6|120|6/4days|12000|1.25|
3-* Specialization Chip, Level 7   20|Active|7|280|6/4days|28000|1.25|
3-* Specialization Chip, Level 8   20|Active|8|320|6/4days|32000|1.25|
3-* Specialization Chip, Level 9   20|Active|9|360|6/4days|36000|1.25|
3-* Specialization Chip, Level 10  20|Active|10|800|6/4days|80000|1.25|
3-* Ambidexterity Chip 1           20|Active|1|10|6/4days|1000|1.25|
3-* Ambidexterity Chip 2           20|Active|2|20|6/4days|2000|1.25|
3-* Ambidexterity Chip 3           20|Active|3|30|6/4days|3000|1.25|
3-* Ambidexterity Chip 4           20|Active|4|200|6/4days|20000|1.25|
3-* Ambidexterity Chip 5           20|Active|5|250|6/4days|25000|1.25|
3-* DeathTrance Chip               20|Active|1|50|20/10days|5000|.9|
3-* Mister Lover Chip 1            20|Active|1|5|5/48hrs|100|.9|
3-* Mister Lover Chip 2            20|Active|2|10|5/48hrs|200|.9|
3-* Mister Lover Chip 3            20|Active|3|15|5/48hrs|300|.9|
3-* Poser Impersonation W/Habits   20|Active|4 and 6|440 Mp|24/20days|40000|1|
3-* Poser Impersonation W/O Habits 20|Active|4 and 6|320 Mp|20/20days|30000|1|
2-KnowSofts
3-* General Skill Chip, Level 1    20|Know|1|10|5/4days|1500|1.25|
3-* General Skill Chip, Level 2    20|Know|2|20|5/4days|3000|1.25|
3-* General Skill Chip, Level 3    20|Know|3|30|5/4days|4500|1.25|
3-* General Skill Chip, Level 4    20|Know|4|200|5/4days|30000|1.25|
3-* General Skill Chip, Level 5    20|Know|5|250|5/4days|37500|1.25|
3-* General Skill Chip, Level 6    20|Know|6|300|5/4days|45000|1.25|
3-* General Skill Chip, Level 7    20|Know|7|700|5/4days|105000|1.25|
3-* General Skill Chip, Level 8    20|Know|8|800|5/4days|120000|1.25|
3-* General Skill Chip, Level 9    20|Know|9|900|5/4days|135000|1.25|
3-* General Skill Chip, Level 10   20|Know|10|2000|5/4days|300000|1.25|
3-* Concentration Chip, Level 1    20|Know|1|6|5/4days|900|1.25|
3-* Concentration Chip, Level 2    20|Know|2|12|5/4days|1800|1.25|
3-* Concentration Chip, Level 3    20|Know|3|18|5/4days|2700|1.25|
3-* Concentration Chip, Level 4    20|Know|4|120|5/4days|18000|1.25|
3-* Concentration Chip, Level 5    20|Know|5|150|5/4days|22500|1.25|
3-* Concentration Chip, Level 6    20|Know|6|180|5/4days|27000|1.25|
3-* Concentration Chip, Level 7    20|Know|7|420|5/4days|63000|1.25|
3-* Concentration Chip, Level 8    20|Know|8|480|5/4days|72000|1.25|
3-* Concentration Chip, Level 9    20|Know|9|540|5/4days|81000|1.25|
3-* Concentration Chip, Level 10   20|Know|10|1200|5/4days|180000|1.25|
3-* Specialization Chip, Level 1   20|Know|1|4|5/4days|600|1.25|
3-* Specialization Chip, Level 2   20|Know|2|8|5/4days|1200|1.25|
3-* Specialization Chip, Level 3   20|Know|3|12|5/4days|1800|1.25|
3-* Specialization Chip, Level 4   20|Know|4|80|5/4days|12000|1.25|
3-* Specialization Chip, Level 5   20|Know|5|100|5/4days|15000|1.25|
3-* Specialization Chip, Level 6   20|Know|6|120|5/4days|18000|1.25|
3-* Specialization Chip, Level 7   20|Know|7|280|5/4days|42000|1.25|
3-* Specialization Chip, Level 8   20|Know|8|320|5/4days|48000|1.25|
3-* Specialization Chip, Level 9   20|Know|9|360|5/4days|54000|1.25|
3-* Specialization Chip, Level 10  20|Know|10|800|5/4days|120000|1.25|
3-* Auditory Recognition Chip 1    20|Know|1|50|7/4days|7500|1.5|
3-* Auditory Recognition Chip 2    20|Know|2|100|7/4days|15000|1.5|
3-* Auditory Recognition Chip 3    20|Know|3|150|7/4days|22500|1.5|
3-* Auditory Recognition Chip 4    20|Know|4|200|7/4days|30000|1.5|
3-* DataEdge Inc. Stutter Chipping 20|Know|-|20|4/48hrs|3100|1.5|
3-* Digi-Tone ID Chip 1            20|Know|1|2|2/4days|70|1|
3-* Digi-Tone ID Chip 2            20|Know|2|4|2/4days|140|1|
3-* Digi-Tone ID Chip 3            20|Know|3|6|3/4days|210|1|
3-* Digi-Tone ID Chip 4            20|Know|4|8|4/4days|280|1|
3-* Digi-Tone ID Chip 5            20|Know|5|10|5/4days|350|1|
3-* Digi-Tone ID Chip 6            20|Know|6|12|6/4days|420|1|
3-* Mind Games Chip                20|Know|-|depends on game|always|750|.6|
3-* M.O. Chip                      20|Know|-|300|10/14days|12000|10|
2-LinguaSofts
3-* Language skill Chip, Level 1   20|Lingua|1|3|5/36hrs|300|1.25|
3-* Language skill Chip, Level 2   20|Lingua|2|6|5/36hrs|600|1.25|
3-* Language skill Chip, Level 3   20|Lingua|3|9|5/36hrs|900|1.25|
3-* Language skill Chip, Level 4   20|Lingua|4|24|5/36hrs|2400|1.25|
3-* Language skill Chip, Level 5   20|Lingua|5|30|5/36hrs|3000|1.25|
3-* Language skill Chip, Level 6   20|Lingua|6|36|5/36hrs|3600|1.25|
3-* Language skill Chip, Level 7   20|Lingua|7|70|5/36hrs|7000|1.25|
3-* Language skill Chip, Level 8   20|Lingua|8|80|5/36hrs|8000|1.25|
3-* Language skill Chip, Level 9   20|Lingua|9|90|5/36hrs|9000|1.25|
3-* Language skill Chip, Level 10  20|Lingua|10|300|5/36hrs|30000|1.25|
2-DataSofts
3-* PhotoMemory RAM                20|Data|"-2"|-|6/72hrs|16000|1.25|
2-Visual Recognition Chips
3-* Corporate Officer VisRec Chip1 20|Know|1|40|10/4days|6000|1.5|
3-* Corporate Officer VisRec Chip2 20|Know|2|80|10/4days|12000|1.5|
3-* Corporate Officer VisRec Chip3 20|Know|3|120|10/4days|18000|1.5|
3-* Corporate Officer VisRec Chip4 20|Know|4|160|10/4days|24000|1.5|
3-* Military VisRec Chip 1         20|Know|1|100|10/4days|15000|2.5|
3-* Military VisRec Chip 2         20|Know|2|200|10/4days|30000|2.5|
3-* Military VisRec Chip 3         20|Know|3|300|10/4days|45000|2.5|
3-* Military VisRec Chip 4         20|Know|4|400|10/4days|60000|2.5|
3-* Police VisRec Chip 1           20|Know|1|65|10/4days|16250|2.5|
3-* Police VisRec Chip 2           20|Know|2|130|10/4days|32500|2.5|
3-* Police VisRec Chip 3           20|Know|3|195|10/4days|48750|2.5|
3-* Police VisRec Chip 4           20|Know|4|260|10/4days|65000|2.5|
3-* Rocker VisRec Chip 1           20|Know|1|50|5/4days|7500|1.5|
3-* Rocker VisRec Chip 2           20|Know|1|100|5/4days|15000|1.5|
3-* Rocker VisRec Chip 3           20|Know|1|150|5/4days|22500|1.5|
3-* Rocker VisRec Chip 4           20|Know|1|200|5/4days|30000|1.5|
3-* Secretarial VisRec Chip 1      20|Know|1|50|8/4days|7500|1.5|
3-* Secretarial VisRec Chip 2      20|Know|1|100|8/4days|15000|1.5|
3-* Secretarial VisRec Chip 3      20|Know|1|150|8/4days|22500|1.5|
3-* Secretarial VisRec Chip 4      20|Know|1|200|8/4days|30000|1.5|
3-* Techie VisRec Chip 1           20|Know|1|50|6/4days|7500|1.5|
3-* Techie VisRec Chip 2           20|Know|1|100|6/4days|15000|1.5|
3-* Techie VisRec Chip 3           20|Know|1|150|6/4days|22500|1.5|
3-* Techie VisRec Chip 4           20|Know|1|200|6/4days|30000|1.5|
2-Other
3-* Adrenalin/Endorphin Surge 1    20|(Special)|1|150|6/72hrs|12500|2|
3-* Adrenalin/Endorphin Surge 2    20|(Special)|2|300|6/72hrs|25000|2|
3-* Adrenalin/Endorphin Surge 3    20|(Special)|3|450|6/72hrs|37500|2|
3-* Adrenalin/Endorphin Surge 4    20|(Special)|4|600|6/72hrs|50000|2|
3-* Adrenalin/Endorphin Surge 5    20|(Special)|5|750|6/72hrs|62500|2|
3-* Adrenalin/Endorphin Surge 6    20|(Special)|6|900|6/72hrs|75000|2|
3-* Business Trip Chip             20|Active/Lingua|4|424|4/24hrs|42500|1|
3-* "Fish N' Chips"                20|(Special)|-|20|4/4days|1000|1|
3-* Special Operative Chip         20|Active/Know/Lingua|4|500|8/6days|60000|2|
3-* Stress Chip                    20|(Special)|-|20|4/36hrs|3500|1|
3-* Tourism Chip                   20|Active/Lingua|4|344|4/24hrs|42500|1|
!
1-Cyberdecks and Programs
2-Cyberdecks
3-Cyberdecks
3-* Radio Shack PCD-100            11|2|0|10|50|5|1|4/7days|6800|1|
3-* Allegiance Alpha               11|3|1|10|50|5|1|4/7days|12600|1|
3-* Sony CTY-360                   11|6|3|50|100|20|10|4/7days|99400|1|
3-* Fuchi Cyber-4                  11|6|3|100|500|20|20|4/7days|121400|1|
3-* Fuchi Cyber-6                  11|8|4|100|500|50|30|6/7days|334500|1|
3-* Fuchi Cyber-7                  11|10|4|200|1000|50|40|10/7days|1112100|1|
3-* Fairlight Excalibur            11|12|5|500|1000|100|50|22/7days|5529600|1|
2-Cyberdeck system additions
3-Off-line Storage              
3-* Off-line Store 100 Mp          12|2/24hrs|100|1|
3-* Off-line Store 200 Mp          12|2/24hrs|200|1|
3-* Off-line Store 300 Mp          12|2/24hrs|300|1|
3-* Off-line Store 400 Mp          12|2/24hrs|400|1|
3-* Off-line Store 500 Mp          12|2/24hrs|500|1|
3-Response increase
3-* CybDeck: Response Inc 1        12|6/48hrs|25000|1|
3-* CybDeck: Response Inc 2        12|8/72hrs|100000|2|
3-* CybDeck: Response Inc 3        12|12/7days|250000|2|
3-Others
3-* Hitcher Jack                   12|2/48hrs|1000|1|
3-* Vidscreen Display              12|2/24hrs|500|1|
2-Programs
3-Persona Programs
4-Bod
5-* Bod Rating 1                   12|3/7days|300|1|
5-* Bod Rating 2                   12|3/7days|1200|1|
5-* Bod Rating 3                   12|3/7days|2700|1|
5-* Bod Rating 4                   12|6/7days|24000|1.5|
5-* Bod Rating 5                   12|6/7days|37500|1.5|
5-* Bod Rating 6                   12|6/7days|54000|1.5|
5-* Bod Rating 7                   12|12/14days|147000|2|
5-* Bod Rating 8                   12|12/14days|192000|2|
5-* Bod Rating 9                   12|12/14days|243000|2|
5-* Bod Rating 10+                 12|24/30days|1500000|3|
4-Evasion
5-* Evasion Rating 1               12|3/7days|300|1|
5-* Evasion Rating 2               12|3/7days|1200|1|
5-* Evasion Rating 3               12|3/7days|2700|1|
5-* Evasion Rating 4               12|6/7days|24000|1.5|
5-* Evasion Rating 5               12|6/7days|37500|1.5|
5-* Evasion Rating 6               12|6/7days|54000|1.5|
5-* Evasion Rating 7               12|12/14days|147000|2|
5-* Evasion Rating 8               12|12/14days|192000|2|
5-* Evasion Rating 9               12|12/14days|243000|2|
5-* Evasion Rating 10+             12|24/30days|1500000|3|
4-Masking
5-* Masking Rating 1               12|3/7days|200|1|
5-* Masking Rating 2               12|3/7days|800|1|
5-* Masking Rating 3               12|3/7days|1800|1|
5-* Masking Rating 4               12|6/7days|16000|1.5|
5-* Masking Rating 5               12|6/7days|25000|1.5|
5-* Masking Rating 6               12|6/7days|36000|1.5|
5-* Masking Rating 7               12|12/14days|98000|2|
5-* Masking Rating 8               12|12/14days|128000|2|
5-* Masking Rating 9               12|12/14days|162000|2|
5-* Masking Rating 10+             12|24/30days|1000000|3|
4-Sensors
5-* Sensors Rating 1               12|3/7days|200|1|
5-* Sensors Rating 2               12|3/7days|800|1|
5-* Sensors Rating 3               12|3/7days|1800|1|
5-* Sensors Rating 4               12|6/7days|16000|1.5|
5-* Sensors Rating 5               12|6/7days|25000|1.5|
5-* Sensors Rating 6               12|6/7days|36000|1.5|
5-* Sensors Rating 7               12|12/14days|98000|2|
5-* Sensors Rating 8               12|12/14days|128000|2|
5-* Sensors Rating 9               12|12/14days|162000|2|
5-* Sensors Rating 10+             12|24/30days|1000000|3|
3-Utility Programs
4-Analyse
5-* Analyse Rating 1               12|2/7days|300|1|
5-* Analyse Rating 2               12|2/7days|1200|1|
5-* Analyse Rating 3               12|2/7days|2700|1|
5-* Analyse Rating 4               12|4/7days|24000|1.5|
5-* Analyse Rating 5               12|4/7days|37500|1.5|
5-* Analyse Rating 6               12|4/7days|54000|1.5|
5-* Analyse Rating 7               12|8/14days|147000|2|
5-* Analyse Rating 8               12|8/14days|192000|2|
5-* Analyse Rating 9               12|8/14days|243000|2|
5-* Analyse Rating 10+             12|16/100days|1500000|3|
4-Armor
5-* Armor Rating 1                 12|2/7days|300|1|
5-* Armor Rating 2                 12|2/7days|1200|1|
5-* Armor Rating 3                 12|2/7days|2700|1|
5-* Armor Rating 4                 12|4/7days|24000|1.5|
5-* Armor Rating 5                 12|4/7days|37500|1.5|
5-* Armor Rating 6                 12|4/7days|54000|1.5|
5-* Armor Rating 7                 12|8/14days|147000|2|
5-* Armor Rating 8                 12|8/14days|192000|2|
5-* Armor Rating 9                 12|8/14days|243000|2|
5-* Armor Rating 10+               12|16/100days|1500000|3|
4-Attack
5-* Attack Rating 1                12|3/7days|200|1|
5-* Attack Rating 2                12|3/7days|800|1|
5-* Attack Rating 3                12|3/7days|1800|1|
5-* Attack Rating 4                12|6/7days|16000|1.5|
5-* Attack Rating 5                12|6/7days|25000|1.5|
5-* Attack Rating 6                12|6/7days|36000|1.5|
5-* Attack Rating 7                12|12/14days|98000|2|
5-* Attack Rating 8                12|12/14days|128000|2|
5-* Attack Rating 9                12|12/14days|162000|2|
5-* Attack Rating 10+              12|24/30days|1000000|3|
4-Blind
5-* Blind Rating 1                 12|2/7days|300|1|
5-* Blind Rating 2                 12|2/7days|1200|1|
5-* Blind Rating 3                 12|2/7days|2700|1|
5-* Blind Rating 4                 12|4/7days|24000|1.5|
5-* Blind Rating 5                 12|4/7days|37500|1.5|
5-* Blind Rating 6                 12|4/7days|54000|1.5|
5-* Blind Rating 7                 12|8/14days|147000|2|
5-* Blind Rating 8                 12|8/14days|192000|2|
5-* Blind Rating 9                 12|8/14days|243000|2|
5-* Blind Rating 10+               12|16/100days|1500000|3|
4-Browse
5-* Browse Rating 1                12|3/7days|100|1|
5-* Browse Rating 2                12|3/7days|400|1|
5-* Browse Rating 3                12|3/7days|900|1|
5-* Browse Rating 4                12|6/7days|8000|1.5|
5-* Browse Rating 5                12|6/7days|12500|1.5|
5-* Browse Rating 6                12|6/7days|18000|1.5|
5-* Browse Rating 7                12|12/14days|49000|2|
5-* Browse Rating 8                12|12/14days|64000|2|
5-* Browse Rating 9                12|12/14days|81000|2|
5-* Browse Rating 10+              12|24/30days|500000|3|
4-Cloak
5-* Cloak Rating 1                 12|2/7days|300|1|
5-* Cloak Rating 2                 12|2/7days|1200|1|
5-* Cloak Rating 3                 12|2/7days|2700|1|
5-* Cloak Rating 4                 12|4/7days|24000|1.5|
5-* Cloak Rating 5                 12|4/7days|37500|1.5|
5-* Cloak Rating 6                 12|4/7days|54000|1.5|
5-* Cloak Rating 7                 12|8/14days|147000|2|
5-* Cloak Rating 8                 12|8/14days|192000|2|
5-* Cloak Rating 9                 12|8/14days|243000|2|
5-* Cloak Rating 10+               12|16/100days|1500000|3|
4-Compressor
5-* Compressor Rating 1            12|3/7days|200|1|
5-* Compressor Rating 2            12|3/7days|800|1|
5-* Compressor Rating 3            12|3/7days|1800|1|
5-* Compressor Rating 4            12|6/7days|16000|1.5|
5-* Compressor Rating 5            12|6/7days|25000|1.5|
5-* Compressor Rating 6            12|6/7days|36000|1.5|
5-* Compressor Rating 7            12|12/14days|98000|2|
5-* Compressor Rating 8            12|12/14days|128000|2|
5-* Compressor Rating 9            12|12/14days|162000|2|
5-* Compressor Rating 10+          12|24/30days|1000000|3|
4-Controller
5-* Controller Rating 1            12|3/7days|400|1|
5-* Controller Rating 2            12|3/7days|1600|1|
5-* Controller Rating 3            12|3/7days|3600|1|
5-* Controller Rating 4            12|6/7days|32000|1.5|
5-* Controller Rating 5            12|6/7days|50000|1.5|
5-* Controller Rating 6            12|6/7days|72000|1.5|
5-* Controller Rating 7            12|12/14days|196000|2|
5-* Controller Rating 8            12|12/14days|256000|2|
5-* Controller Rating 9            12|12/14days|324000|2|
5-* Controller Rating 10+          12|24/30days|2000000|3|
4-Deception
5-* Deception Rating 1             12|3/7days|200|1|
5-* Deception Rating 2             12|3/7days|800|1|
5-* Deception Rating 3             12|3/7days|1800|1|
5-* Deception Rating 4             12|6/7days|16000|1.5|
5-* Deception Rating 5             12|6/7days|25000|1.5|
5-* Deception Rating 6             12|6/7days|36000|1.5|
5-* Deception Rating 7             12|12/14days|98000|2|
5-* Deception Rating 8             12|12/14days|128000|2|
5-* Deception Rating 9             12|12/14days|162000|2|
5-* Deception Rating 10+           12|24/30days|1000000|3|
4-Decrypt
5-* Decrypt Rating 1               12|3/7days|200|1|
5-* Decrypt Rating 2               12|3/7days|800|1|
5-* Decrypt Rating 3               12|3/7days|1800|1|
5-* Decrypt Rating 4               12|6/7days|16000|1.5|
5-* Decrypt Rating 5               12|6/7days|25000|1.5|
5-* Decrypt Rating 6               12|6/7days|36000|1.5|
5-* Decrypt Rating 7               12|12/14days|98000|2|
5-* Decrypt Rating 8               12|12/14days|128000|2|
5-* Decrypt Rating 9               12|12/14days|162000|2|
5-* Decrypt Rating 10+             12|24/30days|1000000|3|
4-Evaluate
5-* Evaluate Rating 1              12|3/7days|200|1|
5-* Evaluate Rating 2              12|3/7days|800|1|
5-* Evaluate Rating 3              12|3/7days|1800|1|
5-* Evaluate Rating 4              12|6/7days|16000|1.5|
5-* Evaluate Rating 5              12|6/7days|25000|1.5|
5-* Evaluate Rating 6              12|6/7days|36000|1.5|
5-* Evaluate Rating 7              12|12/14days|98000|2|
5-* Evaluate Rating 8              12|12/14days|128000|2|
5-* Evaluate Rating 9              12|12/14days|162000|2|
5-* Evaluate Rating 10+            12|24/30days|1000000|3|
4-Hog
5-* Hog Rating 1                   12|2/7days|300|1|
5-* Hog Rating 2                   12|2/7days|1200|1|
5-* Hog Rating 3                   12|2/7days|2700|1|
5-* Hog Rating 4                   12|4/7days|24000|1.5|
5-* Hog Rating 5                   12|4/7days|37500|1.5|
5-* Hog Rating 6                   12|4/7days|54000|1.5|
5-* Hog Rating 7                   12|8/14days|147000|2|
5-* Hog Rating 8                   12|8/14days|192000|2|
5-* Hog Rating 9                   12|8/14days|243000|2|
5-* Hog Rating 10+                 12|16/100days|1500000|3|
4-Medic
5-* Medic Rating 1                 12|3/7days|400|1|
5-* Medic Rating 2                 12|3/7days|1600|1|
5-* Medic Rating 3                 12|3/7days|3600|1|
5-* Medic Rating 4                 12|6/7days|32000|1.5|
5-* Medic Rating 5                 12|6/7days|50000|1.5|
5-* Medic Rating 6                 12|6/7days|72000|1.5|
5-* Medic Rating 7                 12|12/14days|196000|2|
5-* Medic Rating 8                 12|12/14days|256000|2|
5-* Medic Rating 9                 12|12/14days|324000|2|
5-* Medic Rating 10+               12|24/30days|2000000|3|
4-Mirror
5-* Mirror Rating 1                12|2/7days|300|1|
5-* Mirror Rating 2                12|2/7days|1200|1|
5-* Mirror Rating 3                12|2/7days|2700|1|
